NumFeature;TrainingAccuracy;ValidationAccuracy
1;0.4643;0.4574
2;0.5555;0.552
3;0.6613;0.6567
4;0.6764;0.6674
5;0.7241;0.7208
6;0.7698;0.7634
7;0.7883;0.781
8;0.8218;0.8137
9;0.8388;0.8299
9;test;0.818
